id,fold,sample,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,low_education_ind,clm,numclaims,claimcst0,expected_loss
1,2,1|bld,5.800000000000001,0.362190934,suv,2,f,b,1,hybrid,161,73.0,black,m,0,weekday,12pm - 6pm,6,646.516468959908,0.0,1,1,2023.198184,5585.9989692618865
5625,2,1|bld,4.15,0.411973797,stnwg,4,f,f,1,dissel,172,123.0,silver,s,1,weekend,6pm - 12am,12,673.4899113945893,0.0,0,0,0.0,0.0
5626,4,2|val,6.140000000000001,0.531946056,ute,3,f,d,3,dissel,162,87.0,black,s,1,weekday,12pm - 6pm,12,649.8274176096035,0.0,0,0,0.0,0.0
5627,1,1|bld,5.930000000000001,0.1722275615,suv,2,f,c,4,petrol,192,79.0,gray,m,1,weekday,12pm - 6pm,6,659.6317689405538,0.0,0,0,0.0,0.0
5628,2,1|bld,6.51,0.704843185,sedan,2,m,e,2,petrol,102,129.0,white,m,1,weekday,12pm - 6pm,12,639.5695939247385,0.0,0,0,0.0,0.0
5629,4,2|val,5.79,0.3006107265,suv,2,f,e,3,petrol,146,74.0,yellow,s,0,weekday,6am - 12pm,6,653.0259589837523,0.0,0,0,0.0,0.0
5630,3,1|bld,5.94,0.376394227,ute,4,f,d,3,petrol,244,95.0,blue,s,0,weekend,12pm - 6pm,12,641.629944427612,0.0,0,0,0.0,0.0
5631,1,1|bld,6.23,0.98674822,sedan,2,m,c,2,petrol,106,69.0,gray,s,1,weekday,12pm - 6pm,12,658.9824509491118,1.0,0,0,0.0,0.0
5632,4,2|val,6.08,0.178702363,suv,2,f,c,6,petrol,175,103.0,green,s,0,weekend,6am - 12pm,12,642.9205628555657,0.0,0,0,0.0,0.0
5633,3,1|bld,2.96,0.953434039,stnwg,2,f,b,5,petrol,206,81.0,gray,s,1,weekend,12pm - 6pm,12,647.9392918981443,1.0,0,0,0.0,0.0
5634,1,1|bld,4.83,0.034370133,suv,1,f,b,5,petrol,147,75.0,gray,m,1,weekday,6am - 12pm,6,647.4449825029164,0.0,0,0,0.0,0.0
5635,4,2|val,4.87,0.473947869,suv,1,f,d,4,petrol,128,91.0,gray,m,1,weekday,12pm - 6pm,12,652.2738309772843,0.0,0,0,0.0,0.0
5636,3,1|bld,6.220000000000001,0.999321391,stnwg,4,m,b,3,petrol,141,77.0,brown,m,0,weekday,12pm - 6pm,12,649.2233517282725,1.0,0,0,0.0,0.0
5637,2,1|bld,6.08,0.413714637,sedan,1,f,b,6,petrol,90,99.0,blue,s,1,weekday,12pm - 6pm,12,661.2506842743686,0.0,0,0,0.0,0.0
5638,1,1|bld,6.62,0.2396048665,suv,3,m,b,5,petrol,191,83.0,gray,s,0,weekday,6am - 12pm,6,656.8285003552486,0.0,0,0,0.0,0.0
5639,3,1|bld,5.880000000000001,0.35075906,sedan,1,m,e,1,petrol,119,64.0,black,m,1,weekday,6pm - 12am,6,650.8326072587117,0.0,0,0,0.0,0.0
5640,4,2|val,5.880000000000001,0.053319025,sedan,3,f,a,4,hybrid,88,97.0,white,m,0,weekday,6am - 12pm,6,645.0000757781348,0.0,0,0,0.0,0.0
5641,4,2|val,1.0697000000000008,0.451591738,suv,2,f,b,5,hybrid,198,92.0,white,m,0,weekday,6pm - 12am,6,645.6274142789949,1.0,0,0,0.0,0.0
5642,2,1|bld,6.41,0.951078492,sedan,2,m,c,2,petrol,74,66.0,white,m,1,weekday,12pm - 6pm,12,651.0220895482177,1.0,0,0,0.0,0.0
5643,2,1|bld,6.34,0.299698521,ute,3,f,a,3,petrol,211,92.0,white,m,0,weekend,12pm - 6pm,12,655.1260966631357,0.0,0,0,0.0,0.0
5644,1,1|bld,6.16,0.166034556,sedan,1,f,b,3,hybrid,132,108.0,gray,s,1,weekend,12pm - 6pm,12,644.7750917138367,0.0,0,0,0.0,0.0
5645,1,1|bld,5.680000000000001,0.680075058,suv,2,f,c,3,petrol,147,84.0,white,s,1,weekday,6am - 12pm,12,657.62675514275,0.0,0,0,0.0,0.0
5646,1,1|bld,6.140000000000001,0.999320825,sedan,2,m,c,4,electric,145,103.0,black,m,1,weekday,12am - 6 am,12,644.2979311355705,1.0,0,0,0.0,0.0
5647,4,2|val,5.800000000000001,0.095992877,sedan,1,m,b,3,petrol,81,103.0,gray,m,1,weekday,12pm - 6pm,12,644.6489377638815,0.0,0,0,0.0,0.0
5648,1,1|bld,4.23,0.99933142633,hdtop,3,f,f,4,petrol,239,72.0,white,m,1,weekday,12pm - 6pm,12,682.5475973320275,1.0,0,0,0.0,0.0
5649,2,1|bld,4.73,0.579676826,stnwg,1,f,f,4,petrol,193,74.0,white,s,1,weekday,12pm - 6pm,12,641.1732785327789,0.0,0,0,0.0,0.0
5650,2,1|bld,6.050000000000001,0.860901454,sedan,1,m,a,1,petrol,71,55.0,black,s,1,weekend,12pm - 6pm,12,656.0815480241896,0.0,0,0,0.0,0.0
5651,2,1|bld,6.58,0.0673810025,sedan,3,m,a,5,petrol,75,83.0,blue,s,0,weekday,12pm - 6pm,6,650.8662457592658,0.0,0,0,0.0,0.0
5652,3,1|bld,6.42,0.2741399145,stnwg,4,f,f,3,petrol,179,113.0,black,m,0,weekend,6am - 12pm,6,687.2486648134924,0.0,0,0,0.0,0.0
5653,3,1|bld,6.41,0.14570342,sedan,2,f,c,4,hybrid,148,89.0,silver,m,0,weekday,6am - 12pm,12,648.3671494923211,0.0,0,0,0.0,0.0
5654,2,1|bld,5.9,0.188470582,sedan,2,m,b,4,petrol,149,91.0,white,m,1,weekday,6am - 12pm,6,651.2612244464935,0.0,0,0,0.0,0.0
5655,4,2|val,4.630000000000001,0.84752082,coupe,2,f,c,2,petrol,237,90.0,gray,s,1,weekday,6am - 12pm,12,633.9840188883015,1.0,0,0,0.0,0.0
5656,4,2|val,6.680000000000001,0.409177907,ute,4,f,e,1,petrol,279,72.0,green,s,1,weekday,12pm - 6pm,12,649.1362933578558,0.0,0,0,0.0,0.0
5657,1,1|bld,6.53,0.142973432,suv,3,m,a,5,hybrid,178,82.0,green,m,0,weekend,6pm - 12am,12,649.0974446766171,0.0,0,0,0.0,0.0
5658,2,1|bld,4.61,0.822444394,stnwg,1,m,b,4,dissel,192,74.0,red,m,1,weekday,12pm - 6pm,12,641.3240001111749,0.0,0,0,0.0,0.0
5659,4,2|val,5.35,0.983974702,sedan,2,m,b,1,petrol,122,103.0,silver,m,0,weekday,12pm - 6pm,12,651.8297451791365,1.0,0,0,0.0,0.0
5660,2,1|bld,5.09,0.683509978,stnwg,3,f,a,4,petrol,148,93.0,black,m,0,weekday,6pm - 12am,12,648.1191727326344,0.0,0,0,0.0,0.0
5661,4,2|val,4.720000000000001,0.1498312185,truck,3,f,d,4,dissel,253,58.0,black,m,1,weekend,6pm - 12am,6,654.224789642813,0.0,0,0,0.0,0.0
5662,4,2|val,5.67,0.208597115,sedan,2,m,b,3,petrol,135,133.01000000000022,silver,s,1,weekday,12pm - 6pm,12,662.231730510854,0.0,0,0,0.0,0.0
5663,2,1|bld,3.54,0.357529791,stnwg,3,f,c,5,dissel,122,69.0,gray,m,0,weekend,6am - 12pm,6,651.6207116279243,0.0,0,0,0.0,0.0
5664,1,1|bld,4.36,0.3611377695,stnwg,1,m,c,3,dissel,189,98.0,red,s,1,weekday,12pm - 6pm,6,660.2383029061401,0.0,0,0,0.0,0.0
5665,3,1|bld,6.62,0.838781896,suv,3,f,e,3,dissel,167,75.0,silver,s,1,weekday,6am - 12pm,12,650.2159186723784,0.0,0,0,0.0,0.0
5666,1,1|bld,6.29,0.1371934145,suv,3,f,a,2,hybrid,154,55.0,black,m,0,weekday,6pm - 12am,6,667.5368672877372,0.0,0,0,0.0,0.0
5667,4,2|val,6.41,0.300987913,sedan,3,m,e,1,petrol,80,73.0,black,s,1,weekday,6am - 12pm,12,651.2944317669504,0.0,0,0,0.0,0.0
5668,2,1|bld,6.8500000000000005,0.026696275255,suv,4,m,a,3,electric,180,99.0,white,m,1,weekday,6am - 12pm,6,646.648504007001,0.0,0,0,0.0,0.0
5669,1,1|bld,1.66,0.333730991,stnwg,2,m,a,5,petrol,168,74.0,black,s,1,weekday,6am - 12pm,12,649.0240246308983,0.0,0,0,0.0,0.0
5670,2,1|bld,6.130000000000001,0.050316307,sedan,3,f,a,6,petrol,81,106.0,gray,s,0,weekday,6am - 12pm,12,656.4768917173934,0.0,0,0,0.0,0.0
5671,1,1|bld,6.550000000000001,0.152738063,suv,3,m,c,3,dissel,114,93.0,black,m,1,weekday,6pm - 12am,12,641.436928757724,0.0,0,0,0.0,0.0
5672,3,1|bld,4.84,0.366326985,suv,1,f,b,2,petrol,185,84.0,brown,s,1,weekday,6pm - 12am,12,645.3292218088262,0.0,0,0,0.0,0.0
5673,2,1|bld,6.7,0.168672272,sedan,3,f,a,6,electric,139,93.0,silver,s,1,weekday,6am - 12pm,12,648.8483176843118,0.0,0,0,0.0,0.0
5674,1,1|bld,2.78,0.99933142633,ute,1,m,f,4,hybrid,168,58.0,gray,s,1,weekday,12pm - 6pm,12,667.3581242562293,1.0,0,0,0.0,0.0
5675,1,1|bld,6.15,0.373538461,stnwg,4,m,d,5,dissel,196,69.0,blue,m,0,weekend,12pm - 6pm,12,649.5664027515385,0.0,0,0,0.0,0.0
5676,3,1|bld,4.3100000000000005,0.169441446,suv,1,m,d,5,petrol,158,70.0,blue,m,1,weekday,12pm - 6pm,6,677.9650708313832,0.0,0,0,0.0,0.0
5677,2,1|bld,5.8500000000000005,0.41137196,truck,1,f,b,1,dissel,252,61.0,white,m,1,weekday,12am - 6 am,12,649.5708149224982,0.0,0,0,0.0,0.0
5678,1,1|bld,6.0,0.499684805,suv,1,m,e,6,petrol,145,81.0,red,s,1,weekday,6am - 12pm,6,665.6264543641915,1.0,0,0,0.0,0.0
5679,4,2|val,3.0,0.898640135,truck,1,f,e,4,dissel,326,112.0,brown,m,1,weekday,6am - 12pm,12,662.8477123962149,1.0,0,0,0.0,0.0
5680,1,1|bld,5.0,0.460136671,sedan,1,m,e,3,petrol,142,83.0,red,s,1,weekend,12pm - 6pm,12,671.224894679886,0.0,0,0,0.0,0.0
5681,4,2|val,4.59,0.34967502,stnwg,1,f,c,2,petrol,116,74.0,white,m,1,weekday,6pm - 12am,12,653.249090991379,0.0,0,0,0.0,0.0
5682,4,2|val,5.57,0.831224393,suv,2,f,a,5,petrol,175,89.0,gray,s,0,weekday,12pm - 6pm,12,650.5164078236635,0.0,0,0,0.0,0.0
5683,1,1|bld,4.59,0.223852852,suv,1,f,c,5,dissel,169,82.0,brown,s,1,weekend,6pm - 12am,12,644.7621809113646,0.0,0,0,0.0,0.0
5684,1,1|bld,6.2700000000000005,0.740314615,sedan,1,m,b,2,petrol,110,103.0,white,s,1,weekday,12am - 6 am,12,641.6827059559619,0.0,0,0,0.0,0.0
5685,2,1|bld,5.1,0.359897086,truck,2,f,e,4,dissel,270,75.0,gray,s,1,weekend,12pm - 6pm,12,647.9098004055986,0.0,0,0,0.0,0.0
5686,1,1|bld,4.59,0.257026462,stnwg,3,f,b,3,petrol,180,81.0,black,s,0,weekday,12pm - 6pm,12,641.0804165796222,0.0,0,0,0.0,0.0
5687,4,2|val,2.640000000000001,0.475311511,stnwg,1,f,d,3,petrol,173,97.0,blue,m,1,weekday,12pm - 6pm,12,649.8403252297486,0.0,0,0,0.0,0.0
5688,2,1|bld,4.75,0.4031263765,suv,1,m,a,4,hybrid,171,87.0,white,m,1,weekday,6am - 12pm,6,651.8628873521053,0.0,0,0,0.0,0.0
5689,2,1|bld,5.65,0.6545584,suv,1,m,b,5,petrol,112,89.0,yellow,s,1,weekend,12pm - 6pm,12,649.0877671757867,0.0,0,0,0.0,0.0
5690,1,1|bld,5.98,0.83216634,suv,3,m,a,3,petrol,159,133.0,white,m,0,weekday,6pm - 12am,12,651.3480831687122,0.0,0,0,0.0,0.0
5691,2,1|bld,7.13,0.2983454885,sedan,4,f,b,5,petrol,104,125.0,black,m,1,weekday,12pm - 6pm,6,642.2798281300816,0.0,0,0,0.0,0.0
5692,3,1|bld,4.53,0.10372851,stnwg,3,f,f,3,dissel,182,94.0,white,m,1,weekday,6am - 12pm,12,644.694562792757,0.0,0,0,0.0,0.0
5693,4,2|val,6.42,0.848773455,sedan,2,m,d,2,electric,114,79.0,blue,s,1,weekday,6am - 12pm,12,664.7079122860541,0.0,0,0,0.0,0.0
5694,2,1|bld,6.28,0.342497147,suv,4,m,a,3,petrol,163,81.0,black,m,1,weekday,6am - 12pm,12,668.266215219584,0.0,0,0,0.0,0.0
5695,2,1|bld,6.1000000000000005,0.872532535,suv,3,m,b,1,petrol,194,86.0,white,s,0,weekday,12am - 6 am,12,661.1833320440769,1.0,0,0,0.0,0.0
5696,4,2|val,4.960000000000001,0.282383943,stnwg,3,f,f,3,petrol,116,75.0,green,s,1,weekday,6am - 12pm,12,667.9153141983412,0.0,0,0,0.0,0.0
5697,1,1|bld,5.640000000000001,0.415670089,suv,3,m,e,6,petrol,161,85.0,black,m,0,weekday,12pm - 6pm,12,667.4971061891849,0.0,0,0,0.0,0.0
5698,3,1|bld,6.5600000000000005,0.359803702,sedan,3,m,a,2,petrol,102,119.0,gray,m,1,weekday,12pm - 6pm,12,643.620806011989,0.0,0,0,0.0,0.0
5699,1,1|bld,6.5600000000000005,0.254629664,suv,3,m,c,4,electric,184,65.0,gray,m,0,weekday,12pm - 6pm,12,653.8699778353745,0.0,0,0,0.0,0.0
5700,4,2|val,5.73,0.41158611,sedan,2,m,a,4,hybrid,120,75.0,silver,m,1,weekday,6pm - 12am,6,657.5813134239128,0.0,0,0,0.0,0.0
5701,4,2|val,4.890000000000001,0.658269457,suv,1,f,a,4,petrol,181,82.0,white,s,1,weekday,12pm - 6pm,12,687.2486648134924,0.0,0,0,0.0,0.0
5702,3,1|bld,4.51,0.290040461,stnwg,3,f,c,3,petrol,146,89.0,gray,m,1,weekday,6pm - 12am,6,660.2313506967417,0.0,0,0,0.0,0.0
5703,3,1|bld,4.76,0.272156574,suv,1,f,b,6,electric,124,96.0,gray,s,0,weekday,6am - 12pm,12,640.4493042805161,0.0,0,0,0.0,0.0
5704,2,1|bld,4.9,0.262596697,suv,2,m,c,1,hybrid,106,83.0,red,s,1,weekend,12pm - 6pm,12,649.2102327838984,0.0,0,0,0.0,0.0
5705,3,1|bld,7.12,0.167298005,sedan,4,f,a,6,petrol,92,56.0,white,s,1,weekday,12pm - 6pm,12,652.9930521676591,0.0,0,0,0.0,0.0
5706,2,1|bld,7.16,0.768436476,sedan,4,f,a,2,petrol,93,55.0,green,s,1,weekend,12pm - 6pm,12,652.2453029455528,0.0,0,0,0.0,0.0
5707,4,2|val,5.7,0.2937614205,sedan,2,f,b,6,dissel,147,118.0,white,m,1,weekend,6pm - 12am,6,659.0198223507359,0.0,0,0,0.0,0.0
5708,3,1|bld,7.0600000000000005,0.2858491725,sedan,4,m,c,3,hybrid,85,96.0,yellow,s,1,weekday,6am - 12pm,6,647.8769272465463,0.0,0,0,0.0,0.0
5709,2,1|bld,3.76,0.099086988,stnwg,2,f,f,1,petrol,120,77.0,blue,m,1,weekday,6am - 12pm,12,667.3213001392198,0.0,0,0,0.0,0.0
5710,2,1|bld,6.21,0.279717163,stnwg,4,f,d,6,petrol,156,120.0,brown,s,1,weekday,6am - 12pm,12,657.055733318938,0.0,0,0,0.0,0.0
5711,3,1|bld,7.2,0.379869206,sedan,4,f,c,4,dissel,100,58.0,white,s,1,weekday,12pm - 6pm,12,651.392331066573,0.0,0,0,0.0,0.0
5712,3,1|bld,5.74,0.415198875,suv,2,m,a,2,petrol,135,102.0,blue,s,0,weekday,6am - 12pm,12,650.0303329213549,0.0,0,0,0.0,0.0
5713,4,2|val,3.140000000000001,0.1161144265,stnwg,2,f,b,4,petrol,207,90.0,white,m,1,weekday,12pm - 6pm,6,635.2292917046573,0.0,0,0,0.0,0.0
5714,3,1|bld,6.53,0.347604389,sedan,3,f,c,2,petrol,101,82.0,yellow,m,0,weekend,6pm - 12am,12,663.258571223214,0.0,0,0,0.0,0.0
5715,3,1|bld,6.0600000000000005,0.837471631,truck,2,f,b,4,dissel,224,109.0,white,s,1,weekend,6am - 12pm,12,664.0715141389876,0.0,0,0,0.0,0.0
5716,4,2|val,6.76,0.896520203,sedan,3,m,b,4,petrol,126,105.0,white,s,1,weekday,6am - 12pm,12,649.51173824165,1.0,0,0,0.0,0.0
5717,4,2|val,5.99,0.98021574,hdtop,3,f,c,3,petrol,237,108.0,white,s,1,weekday,6am - 12pm,12,667.7185013806295,1.0,0,0,0.0,0.0
5718,3,1|bld,6.25,0.0610565935,sedan,2,m,f,2,petrol,132,83.0,silver,m,0,weekend,6am - 12pm,6,670.2660763936728,0.0,0,0,0.0,0.0
5719,3,1|bld,4.550000000000001,0.769164691,ute,1,f,f,3,dissel,270,74.0,white,s,1,weekday,6am - 12pm,12,639.7324828345935,0.0,0,0,0.0,0.0
5720,4,2|val,6.09,0.317366356,sedan,1,m,b,5,petrol,71,110.0,brown,m,0,weekday,12pm - 6pm,12,654.5081776670419,0.0,0,0,0.0,0.0
5721,2,1|bld,6.74,0.772216619,suv,4,m,b,3,petrol,180,93.0,white,m,1,weekday,6am - 12pm,12,676.6826821769605,0.0,0,0,0.0,0.0
5722,4,2|val,4.83,0.241074627,stnwg,1,f,c,2,dissel,183,72.0,green,s,0,weekday,12pm - 6pm,6,637.4522743585471,0.0,0,0,0.0,0.0
5723,3,1|bld,5.35,0.040584851,suv,1,m,c,3,dissel,120,110.0,green,m,1,weekend,12pm - 6pm,6,644.5220382516778,0.0,0,0,0.0,0.0
5724,3,1|bld,6.61,0.300089369,sedan,3,m,b,2,petrol,125,80.0,blue,s,1,weekday,12am - 6 am,12,640.8146758743396,0.0,0,0,0.0,0.0
5725,3,1|bld,7.13,0.910953192,sedan,4,f,c,2,petrol,74,55.0,red,s,0,weekday,12pm - 6pm,12,663.6247107172733,1.0,0,0,0.0,0.0
5726,2,1|bld,5.37,0.4996847885,suv,1,m,d,3,hybrid,151,91.0,yellow,s,0,weekday,6am - 12pm,6,640.9151307509109,1.0,0,0,0.0,0.0
5727,2,1|bld,6.33,0.809106268,sedan,3,m,e,4,petrol,138,73.0,white,m,0,weekday,12pm - 6pm,12,640.3851067314898,0.0,0,0,0.0,0.0
5728,3,1|bld,6.3500000000000005,0.296721234,stnwg,4,m,c,5,dissel,159,94.0,gray,m,0,weekday,6am - 12pm,12,656.8630312553474,0.0,0,0,0.0,0.0
5729,4,2|val,6.66,0.264282943,sedan,3,m,c,5,petrol,91,88.0,white,m,1,weekday,6pm - 12am,6,651.8336263518283,0.0,0,0,0.0,0.0
5730,2,1|bld,4.85,0.397994281,stnwg,2,m,c,4,hybrid,136,85.0,blue,m,0,weekend,6am - 12pm,12,687.2486648134924,0.0,0,0,0.0,0.0
5731,2,1|bld,6.0200000000000005,0.261759845,suv,2,m,c,6,hybrid,128,101.0,black,s,1,weekday,6am - 12pm,6,647.2061532348879,0.0,0,0,0.0,0.0
5732,1,1|bld,6.2,0.660890439,sedan,1,m,a,3,electric,121,93.0,white,s,1,weekday,6am - 12pm,12,643.8098688545826,0.0,0,0,0.0,0.0
5733,2,1|bld,5.73,0.69458661,suv,2,f,e,1,petrol,142,88.0,black,m,1,weekday,6pm - 12am,12,650.8592326725524,0.0,0,0,0.0,0.0
5734,1,1|bld,4.720000000000001,0.55755909,stnwg,2,m,a,3,dissel,141,133.01000000000022,green,s,1,weekday,6am - 12pm,12,645.5033628673373,0.0,0,0,0.0,0.0
5735,4,2|val,5.71,0.912142385,sedan,2,f,c,5,hybrid,123,83.0,brown,s,0,weekday,6pm - 12am,12,671.0225949375364,1.0,0,0,0.0,0.0
5736,1,1|bld,4.290000000000001,0.247763983,ute,2,f,f,3,dissel,171,85.0,black,m,1,weekday,12pm - 6pm,12,651.8506611708009,0.0,0,0,0.0,0.0
5737,1,1|bld,5.91,0.272094611,suv,3,f,c,3,petrol,162,89.0,black,s,0,weekday,6pm - 12am,6,648.6525758567296,0.0,0,0,0.0,0.0
5738,3,1|bld,6.19,0.4019117435,suv,3,f,e,5,petrol,186,109.0,black,m,0,weekday,6am - 12pm,6,647.0886957529576,0.0,0,0,0.0,0.0
5739,3,1|bld,5.8500000000000005,0.4573082905,stnwg,4,f,f,2,dissel,151,97.0,white,s,1,weekday,12am - 6 am,6,642.4073360931246,1.0,0,0,0.0,0.0
5740,3,1|bld,6.3500000000000005,0.267771314,sedan,2,m,a,2,electric,78,68.0,black,m,1,weekend,6pm - 12am,12,654.9014566229771,0.0,0,0,0.0,0.0
5741,3,1|bld,4.790000000000001,0.3659843355,stnwg,2,f,b,2,dissel,186,83.0,blue,s,1,weekday,12pm - 6pm,6,661.7844614104289,0.0,0,0,0.0,0.0
5742,1,1|bld,5.8500000000000005,0.49033842,truck,1,m,d,5,dissel,323,71.0,red,s,1,weekday,12pm - 6pm,6,657.6789695542255,1.0,0,0,0.0,0.0
5743,3,1|bld,6.28,0.287594862,sedan,1,m,a,1,petrol,99,82.0,white,s,1,weekend,6pm - 12am,12,654.3766168196806,0.0,0,0,0.0,0.0
5744,3,1|bld,5.970000000000001,0.508544541,suv,2,m,b,4,petrol,194,113.0,brown,s,0,weekday,6pm - 12am,12,673.8736006962268,0.0,0,0,0.0,0.0
5745,3,1|bld,4.85,0.65215931,stnwg,3,m,f,2,petrol,166,74.0,red,m,1,weekday,6am - 12pm,12,649.12037460504,0.0,0,0,0.0,0.0
5746,3,1|bld,5.42,0.768787138,sedan,2,m,b,2,petrol,98,104.0,black,m,1,weekday,6am - 12pm,12,649.5439483864461,0.0,0,0,0.0,0.0
5747,2,1|bld,5.050000000000001,0.750139944,stnwg,2,m,a,5,petrol,160,80.0,brown,m,1,weekday,6pm - 12am,12,649.5621967051311,0.0,0,0,0.0,0.0
5748,2,1|bld,6.430000000000001,0.143367638,suv,3,m,c,5,electric,150,91.0,white,s,1,weekday,6pm - 12am,6,641.106580266199,0.0,0,0,0.0,0.0
5749,3,1|bld,6.33,0.2977948605,sedan,2,m,a,1,hybrid,77,72.0,black,s,1,weekday,6pm - 12am,6,678.4370174881959,0.0,0,0,0.0,0.0
5750,3,1|bld,7.1000000000000005,0.672506174,ute,4,f,d,4,petrol,164,101.0,gray,m,0,weekday,6am - 12pm,12,649.981033373965,0.0,0,0,0.0,0.0
5751,4,2|val,6.33,0.361192982,sedan,3,m,d,3,petrol,119,71.0,white,m,0,weekday,12pm - 6pm,6,641.8040232781557,0.0,0,0,0.0,0.0
5752,3,1|bld,5.95,0.140346535,stnwg,3,m,a,2,dissel,100,92.0,white,m,0,weekday,12pm - 6pm,12,658.2581628219796,0.0,0,0,0.0,0.0
5753,2,1|bld,5.69,0.116657877,stnwg,2,f,b,3,dissel,208,96.0,silver,m,1,weekday,6am - 12pm,12,644.9268551350657,0.0,0,0,0.0,0.0
5754,1,1|bld,6.1000000000000005,0.521067663,sedan,1,f,c,2,petrol,116,98.0,black,m,1,weekend,12pm - 6pm,12,666.1519874340242,0.0,0,0,0.0,0.0
5755,2,1|bld,5.540000000000001,0.463813393,suv,2,f,f,3,electric,108,88.0,blue,m,1,weekday,6am - 12pm,12,648.9053641265295,0.0,0,0,0.0,0.0
5756,4,2|val,5.5600000000000005,0.2834642745,ute,2,f,a,4,dissel,262,97.0,green,s,1,weekday,6am - 12pm,6,638.0330473219911,0.0,0,0,0.0,0.0
5757,2,1|bld,7.0,0.63684414,panvn,4,f,c,3,dissel,71,121.0,black,s,0,weekday,6am - 12pm,12,651.8775805187141,0.0,0,0,0.0,0.0
5758,4,2|val,6.5,0.330679195,stnwg,4,f,a,6,petrol,147,108.0,gray,m,0,weekend,6am - 12pm,12,646.6629327441568,0.0,0,0,0.0,0.0
5759,1,1|bld,3.0200000000000005,0.600719593,ute,1,f,d,4,electric,265,80.0,red,s,0,weekday,6am - 12pm,12,644.9509263849708,0.0,0,0,0.0,0.0
5760,2,1|bld,7.08,0.548175784,sedan,4,m,c,4,petrol,91,100.0,gray,m,1,weekday,12pm - 6pm,12,646.6557560543604,0.0,0,0,0.0,0.0
5761,1,1|bld,6.91,0.034944738,ute,4,f,c,2,dissel,263,61.0,black,s,0,weekend,12pm - 6pm,12,649.6761862977003,0.0,0,0,0.0,0.0
5762,3,1|bld,3.76,0.179192147,hdtop,2,f,f,1,dissel,242,63.0,white,s,1,weekday,12pm - 6pm,6,644.2981460594195,0.0,0,0,0.0,0.0
5763,3,1|bld,5.34,0.656479544,stnwg,2,f,d,4,petrol,105,89.0,blue,m,1,weekday,12pm - 6pm,12,660.616392609719,0.0,0,0,0.0,0.0
5764,4,2|val,5.62,0.221271767,suv,1,f,d,3,petrol,145,107.0,blue,m,1,weekday,12pm - 6pm,6,662.2205708213587,0.0,0,0,0.0,0.0
5765,3,1|bld,5.58,0.719413136,sedan,2,f,c,4,petrol,117,102.0,white,s,0,weekday,6pm - 12am,12,652.1445051073556,0.0,0,0,0.0,0.0
5766,3,1|bld,3.0700000000000003,0.852793675,stnwg,2,m,f,4,petrol,158,87.0,blue,s,1,weekday,6am - 12pm,12,652.5548694331421,0.0,0,0,0.0,0.0
5767,3,1|bld,5.83,0.745000735,suv,2,m,d,3,petrol,175,131.0,silver,s,0,weekend,6pm - 12am,12,641.3355526031082,0.0,0,0,0.0,0.0
5768,4,2|val,5.59,0.610584515,sedan,1,f,a,2,dissel,119,107.0,gray,m,0,weekday,12pm - 6pm,12,649.6633042113252,0.0,0,0,0.0,0.0
5769,2,1|bld,7.01,0.062860039,sedan,4,m,a,2,petrol,97,94.0,red,s,0,weekend,12pm - 6pm,12,680.0012754932017,0.0,0,0,0.0,0.0
5770,4,2|val,4.85,0.969387811,stnwg,3,f,d,3,dissel,120,69.0,gray,s,1,weekday,6am - 12pm,12,667.3007476307358,1.0,0,0,0.0,0.0
5771,3,1|bld,5.640000000000001,0.438596351,stnwg,4,f,f,2,dissel,182,74.0,blue,s,0,weekday,6am - 12pm,12,650.1685589310181,0.0,0,0,0.0,0.0
5772,4,2|val,3.770000000000001,0.155633924,stnwg,1,f,f,4,petrol,172,68.0,gray,m,1,weekend,6am - 12pm,6,649.3244806926907,0.0,0,0,0.0,0.0
5773,4,2|val,6.3100000000000005,0.448588231,sedan,2,f,d,5,petrol,73,92.0,blue,s,1,weekday,6am - 12pm,6,664.5929425673886,1.0,0,0,0.0,0.0
5774,2,1|bld,6.46,0.870961002,suv,3,m,c,2,petrol,174,81.0,white,m,1,weekday,12pm - 6pm,12,668.5705525584383,0.0,0,0,0.0,0.0
5775,1,1|bld,6.03,0.396088433,sedan,1,m,a,5,petrol,99,69.0,red,s,1,weekday,6am - 12pm,6,649.5988223815336,0.0,0,0,0.0,0.0
5776,2,1|bld,3.64,0.373272644,ute,1,f,b,3,hybrid,164,70.0,red,s,1,weekday,12pm - 6pm,12,666.367866909087,0.0,0,0,0.0,0.0
5777,2,1|bld,6.53,0.474152058,stnwg,4,f,d,5,dissel,151,119.0,gray,m,1,weekday,6am - 12pm,12,660.1573653131646,0.0,0,0,0.0,0.0
5778,4,2|val,5.94,0.416027325,sedan,2,m,c,3,petrol,142,59.0,blue,s,1,weekday,6pm - 12am,12,652.8325249074073,0.0,0,0,0.0,0.0
5779,3,1|bld,6.54,0.604561941,sedan,3,m,a,5,dissel,92,100.0,white,m,1,weekday,12pm - 6pm,12,648.7740214474189,0.0,0,0,0.0,0.0
5780,2,1|bld,4.65,0.4701314025,stnwg,3,f,f,4,petrol,190,110.0,gray,s,0,weekday,6pm - 12am,6,654.7317032855917,1.0,0,0,0.0,0.0
